[{'label': 'others', 'score': 0.6372032165527344}]
[{'label': 'others', 'score': 0.8396739363670349}]
[{'label': 'others', 'score': 0.9215039610862732}]
[{'label': 'others', 'score': 0.8840895891189575}]
[{'label': 'others', 'score': 0.6387702226638794}]
[{'label': 'joy', 'score': 0.7610015869140625}]
[{'label': 'joy', 'score': 0.6630173921585083}]
[{'label': 'others', 'score': 0.5382632613182068}]
[{'label': 'anger', 'score': 0.6882196664810181}]
[{'label': 'others', 'score': 0.9063894152641296}]
[{'label': 'anger', 'score': 0.5021780133247375}]
[{'label': 'anger', 'score': 0.6328039765357971}]
[{'label': 'others', 'score': 0.7996524572372437}]
[{'label': 'others', 'score': 0.8668042421340942}]
[{'label': 'anger', 'score': 0.7971064448356628}]
[{'label': 'others', 'score': 0.6006224751472473}]
[{'label': 'anger', 'score': 0.779796302318573}]
[{'label': 'anger', 'score': 0.7129903435707092}]
[{'label': 'others', 'score': 0.9236350655555725}]
[{'label': 'others', 'score': 0.5864238142967224}]
[{'label': 'others', 'score': 0.5782263278961182}]
[{'label': 'others', 'score': 0.8462162017822266}]
[{'label': 'anger', 'score': 0.6955888271331787}]
[{'label': 'anger', 'score': 0.6728132367134094}]
[{'label': 'anger', 'score': 0.8093063235282898}]
[{'label': 'others', 'score': 0.43618541955947876}]
[{'label': 'sadness', 'score': 0.5503764748573303}]
[{'label': 'others', 'score': 0.399294376373291}]
[{'label': 'anger', 'score': 0.7448463439941406}]
[{'label': 'anger', 'score': 0.6141186356544495}]
[{'label': 'others', 'score': 0.6780742406845093}]
[{'label': 'others', 'score': 0.48470190167427063}]
[{'label': 'others', 'score': 0.8989467620849609}]
[{'label': 'others', 'score': 0.5911768078804016}]
[{'label': 'anger', 'score': 0.762283205986023}]
[{'label': 'others', 'score': 0.9155815839767456}]
[{'label': 'joy', 'score': 0.4616759121417999}]
[{'label': 'others', 'score': 0.7036851644515991}]
[{'label': 'others', 'score': 0.41770514845848083}]
[{'label': 'others', 'score': 0.8405667543411255}]
[{'label': 'others', 'score': 0.7899158596992493}]
[{'label': 'anger', 'score': 0.5874493718147278}]
[{'label': 'others', 'score': 0.8745460510253906}]
[{'label': 'anger', 'score': 0.6315158009529114}]
[{'label': 'anger', 'score': 0.7667047381401062}]
[{'label': 'anger', 'score': 0.4964962601661682}]
[{'label': 'anger', 'score': 0.5154979825019836}]
[{'label': 'others', 'score': 0.7198092341423035}]
[{'label': 'others', 'score': 0.8867108225822449}]
[{'label': 'others', 'score': 0.8041568994522095}]
[{'label': 'others', 'score': 0.5266764163970947}]
[{'label': 'others', 'score': 0.9031023383140564}]
[{'label': 'others', 'score': 0.9116178154945374}]
[{'label': 'others', 'score': 0.9089957475662231}]
[{'label': 'anger', 'score': 0.4731496274471283}]
[{'label': 'others', 'score': 0.8311812877655029}]
[{'label': 'others', 'score': 0.4744388163089752}]
[{'label': 'anger', 'score': 0.7531972527503967}]
[{'label': 'others', 'score': 0.8823056221008301}]
[{'label': 'anger', 'score': 0.6835973262786865}]
[{'label': 'others', 'score': 0.8846499919891357}]
[{'label': 'others', 'score': 0.6662731766700745}]
[{'label': 'others', 'score': 0.7397661805152893}]
[{'label': 'others', 'score': 0.7630919218063354}]
[{'label': 'anger', 'score': 0.6706529855728149}]
[{'label': 'anger', 'score': 0.625898003578186}]
[{'label': 'others', 'score': 0.7551515102386475}]
[{'label': 'others', 'score': 0.9290341734886169}]
[{'label': 'others', 'score': 0.8074677586555481}]
[{'label': 'joy', 'score': 0.5269966721534729}]
[{'label': 'others', 'score': 0.9028360247612}]
[{'label': 'others', 'score': 0.8656184673309326}]
[{'label': 'others', 'score': 0.9112800359725952}]
[{'label': 'others', 'score': 0.8607197999954224}]
[{'label': 'others', 'score': 0.9151251316070557}]
[{'label': 'others', 'score': 0.8263495564460754}]
[{'label': 'others', 'score': 0.7797046303749084}]
[{'label': 'others', 'score': 0.9025307297706604}]
[{'label': 'others', 'score': 0.8884526491165161}]
[{'label': 'others', 'score': 0.578639030456543}]
[{'label': 'others', 'score': 0.9109088778495789}]
[{'label': 'others', 'score': 0.9117019772529602}]
[{'label': 'others', 'score': 0.7807615399360657}]
[{'label': 'others', 'score': 0.8795832395553589}]
[{'label': 'others', 'score': 0.9275616407394409}]
[{'label': 'others', 'score': 0.838613748550415}]
[{'label': 'anger', 'score': 0.6549633741378784}]
[{'label': 'others', 'score': 0.8252915143966675}]
[{'label': 'others', 'score': 0.859496533870697}]
[{'label': 'anger', 'score': 0.7417445778846741}]
[{'label': 'others', 'score': 0.852043092250824}]
[{'label': 'others', 'score': 0.8157581090927124}]
[{'label': 'joy', 'score': 0.8751313090324402}]
[{'label': 'others', 'score': 0.8666659593582153}]
[{'label': 'others', 'score': 0.604401171207428}]
[{'label': 'others', 'score': 0.8623409867286682}]
[{'label': 'others', 'score': 0.46776628494262695}]
[{'label': 'joy', 'score': 0.7903286814689636}]
[{'label': 'others', 'score': 0.7954126596450806}]
[{'label': 'others', 'score': 0.5050482153892517}]
[{'label': 'others', 'score': 0.9147579669952393}]
[{'label': 'others', 'score': 0.9194172024726868}]
[{'label': 'others', 'score': 0.8501123189926147}]
[{'label': 'anger', 'score': 0.6292722225189209}]
[{'label': 'anger', 'score': 0.7745544910430908}]
[{'label': 'anger', 'score': 0.7945476174354553}]
[{'label': 'others', 'score': 0.8645616173744202}]
[{'label': 'others', 'score': 0.6959224343299866}]
[{'label': 'joy', 'score': 0.6864259243011475}]
[{'label': 'others', 'score': 0.9020811915397644}]
[{'label': 'others', 'score': 0.7630537152290344}]
[{'label': 'others', 'score': 0.8636075854301453}]
[{'label': 'others', 'score': 0.9095433950424194}]
[{'label': 'others', 'score': 0.9154905676841736}]
[{'label': 'others', 'score': 0.77923184633255}]
[{'label': 'others', 'score': 0.7690803408622742}]
[{'label': 'others', 'score': 0.9118111729621887}]
[{'label': 'others', 'score': 0.8912649750709534}]
[{'label': 'joy', 'score': 0.9433083534240723}]
[{'label': 'joy', 'score': 0.8554933071136475}]
[{'label': 'others', 'score': 0.86766117811203}]
[{'label': 'others', 'score': 0.9307082891464233}]
[{'label': 'anger', 'score': 0.7355572581291199}]
[{'label': 'joy', 'score': 0.5322821736335754}]
[{'label': 'joy', 'score': 0.8793808221817017}]
[{'label': 'others', 'score': 0.9209507703781128}]
[{'label': 'joy', 'score': 0.7594411969184875}]
[{'label': 'others', 'score': 0.7075001001358032}]
[{'label': 'others', 'score': 0.6782193183898926}]
[{'label': 'joy', 'score': 0.49119725823402405}]
[{'label': 'others', 'score': 0.8857061266899109}]
[{'label': 'others', 'score': 0.7924857139587402}]
[{'label': 'others', 'score': 0.5016264319419861}]
[{'label': 'others', 'score': 0.52850741147995}]
[{'label': 'others', 'score': 0.45488792657852173}]
[{'label': 'anger', 'score': 0.7526933550834656}]
[{'label': 'others', 'score': 0.8899602890014648}]
[{'label': 'others', 'score': 0.9126639366149902}]
[{'label': 'others', 'score': 0.9250025153160095}]
[{'label': 'others', 'score': 0.8873205780982971}]
[{'label': 'others', 'score': 0.8515393733978271}]
[{'label': 'others', 'score': 0.7377187013626099}]
[{'label': 'joy', 'score': 0.8614476919174194}]
[{'label': 'anger', 'score': 0.7731055021286011}]
[{'label': 'others', 'score': 0.908534586429596}]
[{'label': 'others', 'score': 0.8876981139183044}]
[{'label': 'others', 'score': 0.5608328580856323}]
[{'label': 'anger', 'score': 0.7888795137405396}]
[{'label': 'anger', 'score': 0.26948416233062744}]
[{'label': 'others', 'score': 0.8778116703033447}]
[{'label': 'others', 'score': 0.8404284715652466}]
[{'label': 'others', 'score': 0.8796929121017456}]
[{'label': 'anger', 'score': 0.7226809859275818}]
[{'label': 'anger', 'score': 0.45815983414649963}]
[{'label': 'others', 'score': 0.7301319241523743}]
[{'label': 'anger', 'score': 0.729950487613678}]
[{'label': 'joy', 'score': 0.8947545289993286}]
[{'label': 'others', 'score': 0.5034685730934143}]
[{'label': 'others', 'score': 0.9124659895896912}]
[{'label': 'sadness', 'score': 0.6318400502204895}]
[{'label': 'anger', 'score': 0.5349489450454712}]
[{'label': 'others', 'score': 0.642347514629364}]
[{'label': 'joy', 'score': 0.5813372731208801}]
[{'label': 'joy', 'score': 0.5059114098548889}]
[{'label': 'joy', 'score': 0.5563569664955139}]
[{'label': 'joy', 'score': 0.5795652866363525}]
[{'label': 'others', 'score': 0.5868232846260071}]
[{'label': 'others', 'score': 0.7732685208320618}]
[{'label': 'others', 'score': 0.5099607110023499}]
[{'label': 'others', 'score': 0.46016231179237366}]
[{'label': 'joy', 'score': 0.7616370320320129}]
[{'label': 'others', 'score': 0.911342978477478}]
[{'label': 'others', 'score': 0.7945669293403625}]
[{'label': 'others', 'score': 0.9073200821876526}]
[{'label': 'others', 'score': 0.9140006899833679}]
[{'label': 'others', 'score': 0.8792828321456909}]
[{'label': 'others', 'score': 0.8698052763938904}]
[{'label': 'joy', 'score': 0.7946524024009705}]
[{'label': 'joy', 'score': 0.8988783955574036}]
[{'label': 'joy', 'score': 0.9319748878479004}]
[{'label': 'others', 'score': 0.5808964967727661}]
[{'label': 'others', 'score': 0.6451088190078735}]
[{'label': 'others', 'score': 0.5736067891120911}]
[{'label': 'joy', 'score': 0.8347179293632507}]
[{'label': 'joy', 'score': 0.8568278551101685}]
[{'label': 'joy', 'score': 0.5939635038375854}]
[{'label': 'joy', 'score': 0.7890224456787109}]
[{'label': 'joy', 'score': 0.7285696268081665}]
[{'label': 'joy', 'score': 0.8039426207542419}]
[{'label': 'others', 'score': 0.9023175239562988}]
[{'label': 'others', 'score': 0.5795348286628723}]
[{'label': 'joy', 'score': 0.630179226398468}]
[{'label': 'joy', 'score': 0.4698440134525299}]
[{'label': 'others', 'score': 0.7913544178009033}]
[{'label': 'others', 'score': 0.8362712264060974}]
[{'label': 'anger', 'score': 0.7980195879936218}]
[{'label': 'others', 'score': 0.8487703800201416}]
[{'label': 'others', 'score': 0.535872757434845}]
[{'label': 'sadness', 'score': 0.49352288246154785}]
[{'label': 'anger', 'score': 0.4897879958152771}]
[{'label': 'others', 'score': 0.7681734561920166}]
[{'label': 'joy', 'score': 0.4800622761249542}]
[{'label': 'joy', 'score': 0.5291911363601685}]
[{'label': 'anger', 'score': 0.7887112498283386}]
[{'label': 'joy', 'score': 0.6524937748908997}]
[{'label': 'others', 'score': 0.9125863909721375}]
[{'label': 'anger', 'score': 0.7446925044059753}]
[{'label': 'joy', 'score': 0.9445216059684753}]
[{'label': 'others', 'score': 0.8739532828330994}]
[{'label': 'others', 'score': 0.804171085357666}]
[{'label': 'sadness', 'score': 0.6345599889755249}]
[{'label': 'joy', 'score': 0.5510695576667786}]
[{'label': 'others', 'score': 0.7489038109779358}]
[{'label': 'anger', 'score': 0.6923500299453735}]
[{'label': 'others', 'score': 0.8434774875640869}]
[{'label': 'joy', 'score': 0.7546085119247437}]
[{'label': 'joy', 'score': 0.7489763498306274}]
[{'label': 'others', 'score': 0.6938306093215942}]
[{'label': 'anger', 'score': 0.6367555260658264}]
[{'label': 'others', 'score': 0.6049345135688782}]
[{'label': 'others', 'score': 0.6890205144882202}]
[{'label': 'anger', 'score': 0.6909768581390381}]
[{'label': 'others', 'score': 0.5636435747146606}]
[{'label': 'others', 'score': 0.8950935006141663}]
[{'label': 'others', 'score': 0.8909315466880798}]
[{'label': 'anger', 'score': 0.7970873713493347}]
[{'label': 'anger', 'score': 0.46834397315979004}]
[{'label': 'others', 'score': 0.622654139995575}]
[{'label': 'joy', 'score': 0.5093593001365662}]
[{'label': 'joy', 'score': 0.46758177876472473}]
[{'label': 'others', 'score': 0.5306669473648071}]
[{'label': 'joy', 'score': 0.91241854429245}]
[{'label': 'joy', 'score': 0.6005180478096008}]
[{'label': 'others', 'score': 0.5722788572311401}]
[{'label': 'anger', 'score': 0.7667009234428406}]
[{'label': 'joy', 'score': 0.4942292273044586}]
[{'label': 'others', 'score': 0.4982243776321411}]
[{'label': 'others', 'score': 0.7957437634468079}]
[{'label': 'joy', 'score': 0.8214230537414551}]
[{'label': 'joy', 'score': 0.8324387073516846}]
[{'label': 'joy', 'score': 0.9388549327850342}]
[{'label': 'others', 'score': 0.7950721383094788}]
[{'label': 'others', 'score': 0.7467254400253296}]
[{'label': 'others', 'score': 0.8295121788978577}]
[{'label': 'anger', 'score': 0.7663177251815796}]
[{'label': 'anger', 'score': 0.4175145924091339}]
[{'label': 'others', 'score': 0.667819619178772}]
[{'label': 'joy', 'score': 0.7157692313194275}]
[{'label': 'others', 'score': 0.7957576513290405}]
[{'label': 'anger', 'score': 0.6907745003700256}]
[{'label': 'others', 'score': 0.7519316673278809}]
[{'label': 'others', 'score': 0.8834083676338196}]
[{'label': 'anger', 'score': 0.8154945373535156}]
[{'label': 'others', 'score': 0.6340092420578003}]
[{'label': 'others', 'score': 0.8324414491653442}]
[{'label': 'joy', 'score': 0.5322490930557251}]
[{'label': 'others', 'score': 0.7134490609169006}]
[{'label': 'anger', 'score': 0.7984052896499634}]
[{'label': 'others', 'score': 0.5419893264770508}]
[{'label': 'sadness', 'score': 0.8061335682868958}]
[{'label': 'others', 'score': 0.3421066999435425}]
[{'label': 'anger', 'score': 0.6876428723335266}]
[{'label': 'others', 'score': 0.7639808058738708}]
[{'label': 'others', 'score': 0.8780383467674255}]
[{'label': 'others', 'score': 0.9014089107513428}]
[{'label': 'others', 'score': 0.7273916602134705}]
[{'label': 'anger', 'score': 0.7232764959335327}]
[{'label': 'anger', 'score': 0.6693267822265625}]
[{'label': 'others', 'score': 0.8199831247329712}]
[{'label': 'anger', 'score': 0.6945661902427673}]
[{'label': 'joy', 'score': 0.8924625515937805}]
[{'label': 'others', 'score': 0.9103456139564514}]
[{'label': 'others', 'score': 0.6926833987236023}]
[{'label': 'anger', 'score': 0.5276471376419067}]
[{'label': 'anger', 'score': 0.771973729133606}]
[{'label': 'anger', 'score': 0.7467053532600403}]
[{'label': 'anger', 'score': 0.7772797346115112}]
[{'label': 'others', 'score': 0.5493231415748596}]
[{'label': 'anger', 'score': 0.5878147482872009}]
[{'label': 'anger', 'score': 0.5685886740684509}]
[{'label': 'anger', 'score': 0.7881831526756287}]
[{'label': 'others', 'score': 0.37765756249427795}]
[{'label': 'anger', 'score': 0.3813290297985077}]
[{'label': 'anger', 'score': 0.45913779735565186}]
[{'label': 'others', 'score': 0.9202431440353394}]
[{'label': 'others', 'score': 0.521668553352356}]
[{'label': 'anger', 'score': 0.7297493815422058}]
[{'label': 'others', 'score': 0.5961560606956482}]
[{'label': 'joy', 'score': 0.5400445461273193}]
[{'label': 'others', 'score': 0.8892833590507507}]
[{'label': 'others', 'score': 0.7161503434181213}]
[{'label': 'others', 'score': 0.4354592561721802}]
[{'label': 'others', 'score': 0.8454997539520264}]
[{'label': 'joy', 'score': 0.613947868347168}]
[{'label': 'others', 'score': 0.9070631265640259}]
[{'label': 'others', 'score': 0.8263988494873047}]
[{'label': 'anger', 'score': 0.6671903133392334}]
[{'label': 'joy', 'score': 0.639960765838623}]
[{'label': 'anger', 'score': 0.4351174235343933}]
[{'label': 'anger', 'score': 0.751365065574646}]
[{'label': 'others', 'score': 0.762631356716156}]
[{'label': 'anger', 'score': 0.7206992506980896}]
[{'label': 'anger', 'score': 0.5126490592956543}]
[{'label': 'others', 'score': 0.7468140721321106}]
[{'label': 'others', 'score': 0.4164388179779053}]
[{'label': 'joy', 'score': 0.8924380540847778}]
[{'label': 'others', 'score': 0.6728737354278564}]
[{'label': 'anger', 'score': 0.5567228198051453}]
[{'label': 'others', 'score': 0.9106836915016174}]
[{'label': 'others', 'score': 0.9184421896934509}]
[{'label': 'others', 'score': 0.8455063700675964}]
[{'label': 'others', 'score': 0.531120240688324}]
[{'label': 'anger', 'score': 0.7705847024917603}]
[{'label': 'others', 'score': 0.896603524684906}]
[{'label': 'others', 'score': 0.5057448148727417}]
[{'label': 'anger', 'score': 0.7614505887031555}]
[{'label': 'others', 'score': 0.5520038604736328}]
[{'label': 'anger', 'score': 0.613151490688324}]
[{'label': 'anger', 'score': 0.722364604473114}]
[{'label': 'others', 'score': 0.7810390591621399}]
[{'label': 'others', 'score': 0.8386310338973999}]
[{'label': 'others', 'score': 0.653124988079071}]
[{'label': 'anger', 'score': 0.7132768630981445}]
[{'label': 'others', 'score': 0.8135718703269958}]
[{'label': 'anger', 'score': 0.4593361020088196}]
[{'label': 'anger', 'score': 0.48866361379623413}]
[{'label': 'others', 'score': 0.9264357686042786}]
[{'label': 'others', 'score': 0.602682888507843}]
[{'label': 'others', 'score': 0.9106152057647705}]
[{'label': 'others', 'score': 0.634346067905426}]
[{'label': 'others', 'score': 0.7128663063049316}]
[{'label': 'others', 'score': 0.8917792439460754}]
[{'label': 'others', 'score': 0.8816266655921936}]
[{'label': 'others', 'score': 0.46274128556251526}]
[{'label': 'others', 'score': 0.7728027701377869}]
[{'label': 'others', 'score': 0.5821669697761536}]
[{'label': 'anger', 'score': 0.7633999586105347}]
[{'label': 'joy', 'score': 0.7816660404205322}]
[{'label': 'others', 'score': 0.8548178672790527}]
[{'label': 'sadness', 'score': 0.6012218594551086}]
[{'label': 'others', 'score': 0.39274024963378906}]
[{'label': 'joy', 'score': 0.4947650134563446}]
[{'label': 'others', 'score': 0.5458680391311646}]
[{'label': 'sadness', 'score': 0.8190301060676575}]
[{'label': 'anger', 'score': 0.5403941869735718}]
[{'label': 'anger', 'score': 0.7677727341651917}]
[{'label': 'others', 'score': 0.5838854908943176}]
[{'label': 'others', 'score': 0.4464062452316284}]
[{'label': 'others', 'score': 0.7202461957931519}]
[{'label': 'others', 'score': 0.43813928961753845}]
[{'label': 'others', 'score': 0.8414026498794556}]
[{'label': 'others', 'score': 0.6463914513587952}]
[{'label': 'sadness', 'score': 0.9668672680854797}]
[{'label': 'joy', 'score': 0.7196285724639893}]
[{'label': 'anger', 'score': 0.6051099896430969}]
[{'label': 'anger', 'score': 0.7764436602592468}]
[{'label': 'others', 'score': 0.6162832975387573}]
[{'label': 'others', 'score': 0.903864860534668}]
[{'label': 'anger', 'score': 0.6647072434425354}]
[{'label': 'others', 'score': 0.47548872232437134}]
[{'label': 'others', 'score': 0.9131066799163818}]
[{'label': 'others', 'score': 0.47863781452178955}]
[{'label': 'anger', 'score': 0.6547327637672424}]
[{'label': 'others', 'score': 0.8925046324729919}]
[{'label': 'anger', 'score': 0.5371308922767639}]
[{'label': 'anger', 'score': 0.71775883436203}]
[{'label': 'others', 'score': 0.45807787775993347}]
[{'label': 'others', 'score': 0.6533373594284058}]
[{'label': 'others', 'score': 0.43616151809692383}]
[{'label': 'others', 'score': 0.9202237725257874}]
[{'label': 'others', 'score': 0.914735734462738}]
[{'label': 'anger', 'score': 0.7508100867271423}]
[{'label': 'others', 'score': 0.8768585920333862}]
[{'label': 'others', 'score': 0.9224221110343933}]
[{'label': 'joy', 'score': 0.6742638349533081}]
[{'label': 'others', 'score': 0.9207389950752258}]
[{'label': 'others', 'score': 0.8682439923286438}]
[{'label': 'anger', 'score': 0.7948939204216003}]
[{'label': 'sadness', 'score': 0.4370085895061493}]
[{'label': 'anger', 'score': 0.7682567238807678}]
[{'label': 'others', 'score': 0.8388750553131104}]
[{'label': 'others', 'score': 0.7014532685279846}]
[{'label': 'others', 'score': 0.7017514705657959}]
[{'label': 'anger', 'score': 0.674360990524292}]
[{'label': 'anger', 'score': 0.7572387456893921}]
[{'label': 'anger', 'score': 0.7982550859451294}]
[{'label': 'others', 'score': 0.3305988907814026}]
[{'label': 'joy', 'score': 0.6355326175689697}]
[{'label': 'others', 'score': 0.8384751081466675}]
[{'label': 'anger', 'score': 0.4186873137950897}]
[{'label': 'anger', 'score': 0.745083749294281}]
[{'label': 'others', 'score': 0.5528748035430908}]
[{'label': 'others', 'score': 0.9037278294563293}]
[{'label': 'anger', 'score': 0.702880322933197}]
[{'label': 'joy', 'score': 0.869970977306366}]
[{'label': 'others', 'score': 0.9148784875869751}]
[{'label': 'joy', 'score': 0.46160295605659485}]
[{'label': 'anger', 'score': 0.49341362714767456}]
[{'label': 'joy', 'score': 0.9109615087509155}]
[{'label': 'anger', 'score': 0.5224379897117615}]
[{'label': 'sadness', 'score': 0.4855470359325409}]
[{'label': 'anger', 'score': 0.7500559687614441}]
[{'label': 'joy', 'score': 0.6611557602882385}]
[{'label': 'others', 'score': 0.6465386748313904}]
[{'label': 'others', 'score': 0.7660554051399231}]
[{'label': 'others', 'score': 0.7193086743354797}]
[{'label': 'others', 'score': 0.7642014026641846}]
[{'label': 'others', 'score': 0.8757491707801819}]
[{'label': 'others', 'score': 0.5546458959579468}]
[{'label': 'others', 'score': 0.42697247862815857}]
[{'label': 'others', 'score': 0.8578563928604126}]
[{'label': 'joy', 'score': 0.4533217251300812}]
